"No.","Time","Source","Destination","Protocol","Length","Info"
"123","0.635194","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=37609 Win=131072 Len=0 TSval=3635 TSecr=3634"
"124","0.635709","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=38681 Win=131072 Len=0 TSval=3635 TSecr=3634"
"125","0.682439","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"126","0.682498","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"127","0.682557","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"128","0.682616","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"129","0.682675","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"130","0.682713","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"131","0.682751","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=39537 Win=131072 Len=0 TSval=3682 TSecr=3634"
"132","0.683205","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=40609 Win=131072 Len=0 TSval=3683 TSecr=3682"
"133","0.683657","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=41681 Win=131072 Len=0 TSval=3683 TSecr=3682"
"134","0.730439","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"135","0.730498","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"136","0.730557","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"137","0.730616","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"138","0.730675","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"139","0.730713","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"140","0.730751","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=42537 Win=131072 Len=0 TSval=3730 TSecr=3682"
"141","0.731194","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=43609 Win=131072 Len=0 TSval=3731 TSecr=3730"
"142","0.731718","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=44681 Win=131072 Len=0 TSval=3731 TSecr=3730"
"143","0.778439","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"144","0.778498","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"145","0.778557","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"146","0.778616","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"147","0.778675","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"148","0.778713","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"149","0.778751","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=45537 Win=131072 Len=0 TSval=3778 TSecr=3730"
"150","0.779196","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=46609 Win=131072 Len=0 TSval=3779 TSecr=3778"
"151","0.779920","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=47681 Win=131072 Len=0 TSval=3779 TSecr=3778"
"152","0.826439","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"153","0.826498","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"154","0.826557","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"155","0.826616","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"156","0.826675","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"157","0.826713","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"158","0.827781","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=48537 Win=131072 Len=0 TSval=3826 TSecr=3778"
"159","0.827821","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=49609 Win=131072 Len=0 TSval=3827 TSecr=3826"
"160","0.827855","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=50681 Win=131072 Len=0 TSval=3827 TSecr=3826"
"161","0.874439","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"162","0.874498","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"163","0.874557","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"164","0.874616","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"165","0.874675","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"166","0.874713","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"167","0.874751","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=51537 Win=131072 Len=0 TSval=3874 TSecr=3826"
"168","0.875217","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=52609 Win=131072 Len=0 TSval=3875 TSecr=3874"
"169","0.875662","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=53681 Win=131072 Len=0 TSval=3875 TSecr=3874"
"170","0.922439","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"171","0.922498","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"172","0.922557","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"173","0.922616","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"174","0.922675","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"175","0.922713","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"176","0.923886","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=54537 Win=131072 Len=0 TSval=3922 TSecr=3874"
"177","0.923924","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=55609 Win=131072 Len=0 TSval=3923 TSecr=3922"
"178","0.923957","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=56681 Win=131072 Len=0 TSval=3923 TSecr=3922"
"179","0.970439","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"180","0.970498","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"181","0.970557","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"182","0.970616","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"183","0.970675","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"184","0.970713","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"185","0.970751","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=57537 Win=131072 Len=0 TSval=3970 TSecr=3922"
"186","0.972354","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=58609 Win=131072 Len=0 TSval=3971 TSecr=3970"
"187","0.972390","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=59681 Win=131072 Len=0 TSval=3971 TSecr=3970"
"188","1.018441","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"189","1.018500","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"190","1.018559","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"191","1.018618","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"192","1.018677","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"193","1.018715","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"194","1.018753","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=60537 Win=131072 Len=0 TSval=4018 TSecr=3970"
"195","1.019211","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=61609 Win=131072 Len=0 TSval=4019 TSecr=4018"
"196","1.019741","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=62681 Win=131072 Len=0 TSval=4019 TSecr=4018"
"197","1.066441","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"198","1.066500","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"199","1.066559","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"200","1.066618","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"201","1.066677","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"202","1.066715","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"203","1.066753","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=63537 Win=131072 Len=0 TSval=4066 TSecr=4018"
"204","1.067223","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=64609 Win=131072 Len=0 TSval=4067 TSecr=4066"
"205","1.067685","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=65681 Win=131072 Len=0 TSval=4067 TSecr=4066"
"206","1.114441","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"207","1.114500","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"208","1.114559","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"209","1.114618","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"210","1.114677","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"211","1.114715","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"212","1.116587","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=66537 Win=131072 Len=0 TSval=4114 TSecr=4066"
"213","1.116622","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=67609 Win=131072 Len=0 TSval=4115 TSecr=4114"
"214","1.116658","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=68681 Win=131072 Len=0 TSval=4115 TSecr=4114"
"215","1.162441","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"216","1.162500","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"217","1.162559","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"218","1.162618","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"219","1.162677","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"220","1.162715","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"221","1.162753","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=69537 Win=131072 Len=0 TSval=4162 TSecr=4114"
"222","1.163233","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=70609 Win=131072 Len=0 TSval=4163 TSecr=4162"
"223","1.163963","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=71681 Win=131072 Len=0 TSval=4163 TSecr=4162"
"224","1.210441","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"225","1.210500","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"226","1.210559","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"227","1.210618","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"228","1.210677","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"229","1.210715","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"230","1.210753","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=72537 Win=131072 Len=0 TSval=4210 TSecr=4162"
"231","1.211204","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=73609 Win=131072 Len=0 TSval=4211 TSecr=4210"
"232","1.211662","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=74681 Win=131072 Len=0 TSval=4211 TSecr=4210"
"233","1.258441","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"234","1.258500","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"235","1.258559","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"236","1.258618","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"237","1.258677","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"238","1.258715","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"239","1.258753","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=75537 Win=131072 Len=0 TSval=4258 TSecr=4210"
"240","1.259260","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=76609 Win=131072 Len=0 TSval=4259 TSecr=4258"
"241","1.259757","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=77681 Win=131072 Len=0 TSval=4259 TSecr=4258"
"242","1.306441","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"243","1.306500","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"244","1.306559","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"245","1.306618","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"246","1.306677","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"247","1.306715","10.0.3.1","192.138.1.3","ZEBRA","374","Zebra Request"
"248","1.306753","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=78537 Win=131072 Len=0 TSval=4306 TSecr=4258"
"249","1.307278","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=79609 Win=131072 Len=0 TSval=4307 TSecr=4306"
"250","1.307771","192.138.1.3","10.0.3.1","TCP","54","2600  >  49153 [ACK] Seq=1 Ack=80681 Win=131072 Len=0 TSval=4307 TSecr=4306"
"251","1.354441","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"252","1.354500","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"253","1.354559","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
"254","1.354618","10.0.3.1","192.138.1.3","ZEBRA","590","Zebra Request"
